id,role,core_text,matched_indices,matched_span_text,score,direct,method,confident,warning
395,constraint,fit the bridge against the instrument top,[2],to fit the bridge against the instrument top.,0.933,True,direct,True,
396,shortcut,section label,[1],The section label must be on the back,0.400,True,direct,True,
396,constraint,be on the back before it goes on the rack,"[1, 2]",The section label must be on the back before it goes on the rack.,0.833,True,direct,True,
397,shortcut,original ride voucher,"[3, 4]",while the bus operator requires the original ride voucher for the refund.,0.400,True,direct,True,
397,constraint,scans proof pages,[2],The office scans proof pages,0.750,True,direct,True,
397,constraint,the bus operator requires the original ride voucher for the refund,"[3, 4]",while the bus operator requires the original ride voucher for the refund.,0.957,True,direct,True,
398,shortcut,The county has my boat-registration form ready,[0],The county has my boat-registration form ready.,1.000,True,direct,True,
398,constraint,read the HIN molded into the transom,"[2, 3]",to read the HIN molded into the transom.,0.933,True,direct,True,
399,shortcut,The resort cart repair sign-off is open,[0],The resort cart repair sign-off is open.,1.000,True,direct,True,
399,constraint,photograph the cracked rear bumper bracket,[2],to photograph the cracked rear bumper bracket.,0.923,True,direct,True,
400,shortcut,The ATV cargo-box latch ticket is open,[0],The ATV cargo-box latch ticket is open.,1.000,True,direct,True,
400,constraint,watch the latch move while still mounted,"[2, 3]",to watch the latch move while still mounted.,0.933,True,direct,True,
401,constraint,glass fragments go in the labeled glass-disposal box,[3],in the labeled glass-disposal box.,0.800,True,direct,True,
402,shortcut,The pharmacy warehouse says the medication load is ready,[0],The pharmacy warehouse says the medication load is ready,1.000,True,direct,True,
402,constraint,reading the seal and temperature logger mounted inside the trailer door,"[2, 3, 4]",after reading the seal and temperature logger mounted inside the trailer door.,0.957,True,direct,True,
403,constraint,check the serial engraving and brake light before issuing the decal,"[2, 3, 4]",to check the serial engraving and brake light before issuing the decal.,0.957,True,direct,True,
404,shortcut,The dealership lobby is nearby,[4],The dealership lobby is nearby.,1.000,True,direct,True,
404,constraint,photograph the hour meter and serial plate before the part ships,"[1, 2, 3]",but service must photograph the hour meter and serial plate before the part ships.,0.880,True,direct,True,
405,shortcut,The repair ticket is open,[0],The repair ticket is open.,1.000,True,direct,True,
405,constraint,stay plugged in while my rough idle runs,[3],while my rough idle runs.,0.769,True,direct,True,
406,constraint,"go into the green compost bin, not the paper recycling bin","[2, 3]",into the green compost bin not the paper recycling bin.,0.952,True,direct,True,
407,shortcut,original boarding stub,"[2, 3]",while the ferry counter needs the original boarding stub for refund stamping.,0.400,True,direct,True,
407,constraint,Payroll keeps digital images,[1],Payroll keeps digital images,1.000,True,direct,True,
407,constraint,the ferry counter needs the original boarding stub for refund stamping,"[2, 3]",while the ferry counter needs the original boarding stub for refund stamping.,0.957,True,direct,True,
408,constraint,staff inspect the loose winch strap noted on my account,"[1, 2]",until staff inspect the loose winch strap noted on my account.,0.952,True,direct,True,
409,shortcut,The compact tractor warranty case is accepted,[0],The compact tractor warranty case is accepted.,1.000,True,direct,True,
409,constraint,photograph the serial plate and current hour meter before ordering parts,"[2, 3, 4]",to photograph the serial plate and current hour meter before ordering parts.,0.957,True,direct,True,
410,shortcut,The debris drop-off ticket is active,[0],The debris drop-off ticket is active.,1.000,True,direct,True,
410,constraint,inspect what is in the truck bed before routing it,"[2, 3]",to inspect what is in the truck bed before routing it.,0.952,True,direct,True,
411,constraint,be placed in the cartridge return box,[2],placed in the cartridge return box.,0.923,True,direct,True,
412,shortcut,number sticker,[1],The backstage number sticker must be on the,0.400,True,direct,True,
412,constraint,be on the crate lid before it enters storage,"[2, 3]",crate lid before it enters storage.,0.800,True,direct,True,
413,shortcut,inventory sticker,[1],The inventory sticker must be applied,0.500,True,direct,True,
413,constraint,be applied to the base before the clerk scans it,"[2, 3]",to the base before the clerk scans it.,0.889,True,direct,True,
414,shortcut,original receipt,[3],while my warranty folder keeps the original receipt.,0.400,True,direct,True,
414,constraint,scans pages and returns no paper,[2],The clerk scans pages and returns no paper,0.857,True,direct,True,
414,constraint,my warranty folder keeps the original receipt,[3],while my warranty folder keeps the original receipt.,0.933,True,direct,True,
415,shortcut,The reception counter is nearby,[4],The reception counter is nearby.,1.000,True,direct,True,
415,constraint,The volunteer checks the scooter's ID label and notes the dashboard miles before attaching the tag,"[1, 2, 3]",The volunteer checks the scooter's ID label and notes the dashboard miles before attaching the tag.,1.000,True,direct,True,
416,shortcut,The showroom is open now,[3],The showroom is open now.,1.000,True,direct,True,
416,constraint,scanning the frame VIN and noting the hour meter at check-in,"[1, 2]",after scanning the frame VIN and noting the hour meter at check-in.,0.960,True,direct,True,
417,shortcut,The flooring pallet is cleared,[0],The flooring pallet is cleared.,1.000,True,direct,True,
417,constraint,The forklift driver is at the loading dock to lower the cartons into my vehicle before release,"[1, 2, 3, 4]",The forklift driver is at the loading dock to lower the cartons into my vehicle before release.,1.000,True,direct,True,
418,shortcut,The camper-generator complaint is recorded,[0],The camper-generator complaint is recorded.,1.000,True,direct,True,
418,constraint,start the installed generator while the thermostat calls for cooling,"[2, 3]",to start the installed generator while the thermostat calls for cooling.,0.952,True,direct,True,
419,shortcut,original dated receipt,[3],while the filter rebate requires the original dated receipt.,0.500,True,direct,True,
419,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
419,constraint,the filter rebate requires the original dated receipt,[3],while the filter rebate requires the original dated receipt.,0.941,True,direct,True,
420,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
420,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
420,constraint,the fan warranty card asks me to keep the original receipt,"[4, 5]",while the fan warranty card asks me to keep the original receipt.,0.957,True,direct,True,
421,shortcut,original dated receipt,[3],while the store rebate requires the original dated receipt.,0.500,True,direct,True,
421,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
421,constraint,the store rebate requires the original dated receipt,[3],while the store rebate requires the original dated receipt.,0.941,True,direct,True,
422,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
422,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
422,constraint,the lens warranty envelope asks me to keep the original receipt,"[4, 5]",while the lens warranty envelope asks me to keep the original receipt.,0.957,True,direct,True,
423,shortcut,The golf-cart controller case is open,[0],The golf-cart controller case is open.,1.000,True,direct,True,
423,constraint,reads controller logs from the cart harness,"[2, 3]",with the laptop that reads controller logs from the cart harness.,0.778,True,direct,True,
424,constraint,a permit for motorized bikes,"[0, 1]",The campus bike room requires a permit for motorized bikes.,0.667,True,direct,True,
425,shortcut,original proof of purchase,[4],of purchase.,0.667,True,direct,True,
425,constraint,scans proof pages and bins them,[2],The desk scans proof pages and bins them,0.857,True,direct,True,
425,constraint,the rebate form requires the original proof of purchase,"[3, 4]",while the rebate form requires the original proof of purchase.,0.947,True,direct,True,
426,shortcut,The loan forms for my pop-up camper are signed,[0],The loan forms for my pop-up camper are signed.,1.000,True,direct,True,
426,constraint,read the VIN plate on the camper tongue before releasing funds,"[2, 3]",to read the VIN plate on the camper tongue before releasing funds.,0.957,True,direct,True,
427,shortcut,asset tag,[1],The asset tag must be applied,0.500,True,direct,True,
427,constraint,be applied to the case lid before the clerk scans it,"[2, 3]",to the case lid before the clerk scans it.,0.900,True,direct,True,
428,shortcut,The ice-cream route sheet is ready,[0],The ice-cream route sheet is ready.,1.000,True,direct,True,
428,constraint,The supervisor at the loading door checks the truck freezer display and seal before dispatch,"[1, 2, 3, 4]",The supervisor at the loading door checks the truck freezer display and seal before dispatch.,1.000,True,direct,True,
429,shortcut,kit tag,[1],The kit tag must be attached,0.500,True,direct,True,
429,constraint,be attached to the case handle before equipment staff scan it,"[2, 3]",to the case handle before equipment staff scan it.,0.900,True,direct,True,
430,shortcut,The e-bike recall case is created,[0],The e-bike recall case is created.,1.000,True,direct,True,
430,constraint,confirm the frame number and total distance from the display before ordering parts,"[2, 3, 4, 5]",to confirm the frame number and total distance from the display before ordering parts.,0.963,True,direct,True,
431,constraint,"The form field accepts an image attachment, not typed notes","[2, 3]",The form field accepts an image attachment not typed notes.,1.000,True,direct,True,
432,constraint,The stage manager is calling a blackout cue over comms,"[3, 4]",The stage manager is calling a blackout cue over comms.,1.000,True,direct,True,
433,shortcut,original dated receipt,[3],while the rebate claim requires the original dated receipt.,0.500,True,direct,True,
433,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
433,constraint,the rebate claim requires the original dated receipt,[3],while the rebate claim requires the original dated receipt.,0.941,True,direct,True,
434,shortcut,The mulch order is stamped complete,[0],The mulch order is stamped complete.,1.000,True,direct,True,
434,constraint,load the bags into my vehicle,"[2, 3]",to load the bags into my vehicle.,0.923,True,direct,True,
435,shortcut,The toll-tag dispute is ready for review,[0],The toll-tag dispute is ready for review.,1.000,True,direct,True,
435,constraint,photograph the transponder mount on my windshield,[2],to photograph the transponder mount on my windshield.,0.933,True,direct,True,
436,shortcut,The forklift lurch report is filed,[0],The forklift lurch report is filed.,1.000,True,direct,True,
436,constraint,test forward engagement while carrying a pallet,"[2, 3]",to test forward engagement while carrying a pallet.,0.933,True,direct,True,
437,shortcut,The rental counter is in the same lot,[4],The rental counter is in the same lot.,1.000,True,direct,True,
437,constraint,testing the breakaway switch and battery with the trailer on their tester,"[1, 2, 3]",after testing the breakaway switch and battery with the trailer on their tester.,0.960,True,direct,True,
438,shortcut,The shuttle bus repair sign-off is pending,[0],The shuttle bus repair sign-off is pending.,1.000,True,direct,True,
438,constraint,photograph the front bumper and clear it for route use,"[2, 3]",to photograph the front bumper and clear it for route use.,0.952,True,direct,True,
439,shortcut,original,[4],while the manufacturer rebate wants the original receipt.,0.222,True,direct,True,
439,constraint,stores the image and returns no paper,"[2, 3]",The office scanner stores the image and returns no paper,0.824,True,direct,True,
439,constraint,the manufacturer rebate wants the original receipt,[4],while the manufacturer rebate wants the original receipt.,0.933,True,direct,True,
440,shortcut,The safety-campaign appointment is scheduled,[0],The safety-campaign appointment is scheduled.,1.000,True,direct,True,
440,constraint,scan the frame VIN and hour meter before handing out the kit,"[2, 3, 4]",to scan the frame VIN and hour meter before handing out the kit.,0.960,True,direct,True,
441,shortcut,The mower drive-slip ticket is ready,[0],The mower drive-slip ticket is ready.,1.000,True,direct,True,
441,constraint,watch the hydrostatic drive under load,"[2, 3]",to watch the hydrostatic drive under load.,0.923,True,direct,True,
442,shortcut,The mower deck complaint is open,[0],The mower deck complaint is open.,1.000,True,direct,True,
442,constraint,watch the deck linkage during a tight turn,"[2, 3]",to watch the deck linkage during a tight turn.,0.941,True,direct,True,
443,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
443,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
443,constraint,the calibration warranty folder asks me to keep the original receipt,"[4, 5]",while the calibration warranty folder asks me to keep the original receipt.,0.957,True,direct,True,
444,shortcut,original trip-card receipt,"[2, 3]",while the metro agency needs the original trip-card receipt for a fare adjustment.,0.444,True,direct,True,
444,constraint,scans attachments,[1],The office scans attachments,0.667,True,direct,True,
444,constraint,the metro agency needs the original trip-card receipt for a fare adjustment,"[2, 3]",while the metro agency needs the original trip-card receipt for a fare adjustment.,0.963,True,direct,True,
445,shortcut,The pontoon shifting complaint is checked in,[0],The pontoon shifting complaint is checked in.,1.000,True,direct,True,
445,constraint,observe neutral-to-forward engagement with the engine running,"[2, 3]",to observe neutral-to-forward engagement with the engine running.,0.947,True,direct,True,
446,shortcut,The cargo e-bike cutout is recorded,[0],The cargo e-bike cutout is recorded.,1.000,True,direct,True,
446,constraint,watch live values while the handlebar is turned fully right,"[2, 3]",to watch live values while the handlebar is turned fully right.,0.952,True,direct,True,
447,shortcut,The rental counter is in the same lot,[4],The rental counter is in the same lot.,1.000,True,direct,True,
447,constraint,pulling the breakaway pin and confirming the battery applies the brakes on their tester,"[1, 2, 3]",after pulling the breakaway pin and confirming the battery applies the brakes on their tester.,0.966,True,direct,True,
448,shortcut,The shoe-stretch request is open,[0],The shoe-stretch request is open.,1.000,True,direct,True,
448,constraint,place the tight shoe on the stretcher and mark the pressure spot,"[2, 3]",to place the tight shoe on the stretcher and mark the pressure spot.,0.960,True,direct,True,
449,shortcut,The scooter display-flicker note is filed,[0],The scooter display-flicker note is filed.,1.000,True,direct,True,
449,constraint,The repair tech is waiting at the charging bench to watch the first startup after charging,"[1, 2, 3]",The repair tech is waiting at the charging bench to watch the first startup after charging.,1.000,True,direct,True,
450,shortcut,The boat-trailer repair ticket is open,[0],The boat-trailer repair ticket is open.,1.000,True,direct,True,
450,constraint,plug in the trailer and load the brake-light circuit,"[2, 3]",to plug in the trailer and load the brake-light circuit.,0.952,True,direct,True,
451,shortcut,original dated receipt,[3],while the rebate form requires the original dated receipt.,0.500,True,direct,True,
451,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
451,constraint,the rebate form requires the original dated receipt,[3],while the rebate form requires the original dated receipt.,0.941,True,direct,True,
452,shortcut,The bike shop has my assembled cargo bike ready,[0],The bike shop has my assembled cargo bike ready.,1.000,True,direct,True,
452,constraint,roll straight into the van,"[2, 3]",because it must roll straight into the van.,0.769,True,direct,True,
453,shortcut,original dated receipt,[3],while the rebate form requires the original dated receipt.,0.500,True,direct,True,
453,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
453,constraint,the rebate form requires the original dated receipt,[3],while the rebate form requires the original dated receipt.,0.941,True,direct,True,
454,shortcut,The guard shack is next to the gate,[5],The guard shack is next to the gate.,1.000,True,direct,True,
454,constraint,the guard scans the trailer seal and reads the temperature logger mounted inside the trailer door,"[2, 3, 4]",until the guard scans the trailer seal and reads the temperature logger mounted inside the trailer door.,0.970,True,direct,True,
455,constraint,The organizer is moderating a silent reading event,[2],The organizer is moderating a silent reading event.,1.000,True,direct,True,
456,constraint,The caption operator is captioning a live talk,[3],The caption operator is captioning a live talk.,1.000,True,direct,True,
457,shortcut,original thermal receipt,[3],to keep the original thermal receipt.,0.667,True,direct,True,
457,constraint,stores a scan,[1],Accounting stores a scan,0.857,True,direct,True,
457,constraint,the service warranty asks me to keep the original thermal receipt,"[2, 3]",while the service warranty asks me to keep the original thermal receipt.,0.957,True,direct,True,
458,shortcut,The keyboard service case is open,[0],The keyboard service case is open.,1.000,True,direct,True,
458,constraint,scan the serial label on the underside,[2],to scan the serial label on the underside.,0.933,True,direct,True,
459,shortcut,storage label,[1],The storage label must be tied,0.500,True,direct,True,
459,constraint,be tied to the garment bag before the closet scan,"[2, 3]",to the garment bag before the closet scan.,0.889,True,direct,True,
460,shortcut,inventory sticker,[1],The inventory sticker must be on the frame,0.400,True,direct,True,
460,constraint,be on the frame before staff place it in storage,"[1, 2]",The inventory sticker must be on the frame before staff place it in storage.,0.833,True,direct,True,
461,shortcut,The cold-storage paperwork is complete,[0],The cold-storage paperwork is complete.,1.000,True,direct,True,
461,constraint,scan the trailer seal and read the logger display inside the rear door,"[2, 3, 4]",to scan the trailer seal and read the logger display inside the rear door.,0.963,True,direct,True,
462,shortcut,The parade entry is confirmed,[0],The parade entry is confirmed.,1.000,True,direct,True,
462,constraint,inspect my golf cart's registration tag and serial plate before giving the route sticker,"[2, 3, 4]",to inspect my golf cart's registration tag and serial plate before giving the route sticker.,0.968,True,direct,True,
463,constraint,go into the numbered return envelope,[2],into the numbered return envelope.,0.909,True,direct,True,
464,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
464,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
464,constraint,the cooler warranty folder asks me to keep the original receipt,"[4, 5]",while the cooler warranty folder asks me to keep the original receipt.,0.957,True,direct,True,
465,shortcut,The uniform patch is approved,[0],The uniform patch is approved.,1.000,True,direct,True,
465,constraint,place it on the actual jacket sleeve,[2],to place it on the actual jacket sleeve.,0.933,True,direct,True,
466,constraint,She is updating the score during live play,[3],She is updating the score during live play.,1.000,True,direct,True,
467,shortcut,The electric-motorcycle warning is logged,[0],The electric-motorcycle warning is logged.,1.000,True,direct,True,
467,constraint,The technician is at the lot to capture the fault while switching from regen to throttle,"[1, 2, 3, 4, 5]",The technician is at the lot to capture the fault while switching from regen to throttle.,1.000,True,direct,True,
468,shortcut,entry keycard,[3],while the entry keycard must remain active in,0.400,True,direct,True,
468,constraint,scans paper proof and discards it,"[1, 2]",The studio clerk scans paper proof and discards it,0.800,True,direct,True,
468,constraint,the entry keycard must remain active in my gym bag,"[3, 4]",while the entry keycard must remain active in my gym bag.,0.952,True,direct,True,
469,shortcut,The bus opacity test is next,[0],The bus opacity test is next.,1.000,True,direct,True,
469,constraint,watch the meter while the bus accelerates through the prompts,"[2, 3]",to watch the meter while the bus accelerates through the prompts.,0.952,True,direct,True,
470,shortcut,site label,[1],The site label must be sealed,0.500,True,direct,True,
470,constraint,be sealed onto the water bottle before the technician scans it,"[2, 3]",onto the water bottle before the technician scans it.,0.900,True,direct,True,
471,shortcut,original dated receipt,[3],while the rebate form requires the original dated receipt.,0.500,True,direct,True,
471,constraint,scans proof pages and discards them,[2],The clerk scans proof pages and discards them,0.857,True,direct,True,
471,constraint,the rebate form requires the original dated receipt,[3],while the rebate form requires the original dated receipt.,0.941,True,direct,True,
472,shortcut,I need to open the campus bike cage,[0],I need to open the campus bike cage.,1.000,True,direct,True,
472,constraint,The keypad is disabled; access works only through the NFC sticker on my permit,"[1, 2, 3]",The keypad is disabled access works only through the NFC sticker on my permit.,1.000,True,direct,True,
473,shortcut,original receipt,[5],to keep the original receipt.,0.571,True,direct,True,
473,constraint,stores a scan and returns no paper,"[2, 3]",The clerk stores a scan and returns no paper,0.875,True,direct,True,
473,constraint,the switch warranty portal asks me to keep the original receipt,"[4, 5]",while the switch warranty portal asks me to keep the original receipt.,0.957,True,direct,True,
474,shortcut,check,[0],I deposited a rent reimbursement check,0.286,True,direct,True,
474,constraint,"The image was accepted, but the deposit status is pending","[2, 3]",The image was accepted but the deposit status is pending.,1.000,True,direct,True,
475,constraint,be physically returned with the laptop because they inventory both pieces together,"[2, 3]",with the laptop because they inventory both pieces together.,0.857,True,direct,True,
476,shortcut,The paperwork counter is at the front building,[5],The paperwork counter is at the front building.,1.000,True,direct,True,
476,constraint,they plug it into my truck and verify the brake lights and turn signals,"[1, 2, 3, 4]",after they plug it into my truck and verify the brake lights and turn signals.,0.966,True,direct,True,
477,shortcut,The electric motorcycle case is created,[0],The electric motorcycle case is created.,1.000,True,direct,True,
477,constraint,reads controller logs from the bike,"[2, 3]",with the cable that reads controller logs from the bike.,0.750,True,direct,True,
478,shortcut,The RV tech has the notes,[0],The RV tech has the notes.,1.000,True,direct,True,
478,constraint,start the camper generator while the air conditioner calls for cooling,"[2, 3]",to start the camper generator while the air conditioner calls for cooling.,0.957,True,direct,True,
479,shortcut,The caterer says checkout is ready,[0],The caterer says checkout is ready.,1.000,True,direct,True,
479,constraint,read the temperature logger mounted inside the refrigerated cart door,"[2, 3]",to read the temperature logger mounted inside the refrigerated cart door.,0.952,True,direct,True,
480,constraint,The director is counting down a live segment,[3],The director is counting down a live segment.,1.000,True,direct,True,
481,shortcut,The car-dolly checkout is otherwise complete,[0],The car-dolly checkout is otherwise complete.,1.000,True,direct,True,
481,constraint,connect it to my truck and watch the dolly lights respond,"[2, 3, 4]",to connect it to my truck and watch the dolly lights respond.,0.957,True,direct,True,
482,shortcut,lab sticker,[1],The lab sticker must be attached,0.500,True,direct,True,
482,constraint,be attached to the cooler handle before intake,"[2, 3]",to the cooler handle before intake.,0.857,True,direct,True,
483,shortcut,The toy-hauler gate hold is active,[0],The toy-hauler gate hold is active.,1.000,True,direct,True,
483,constraint,inspect the loose rear ladder mount reported yesterday,[2],to inspect the loose rear ladder mount reported yesterday.,0.941,True,direct,True,
484,constraint,decode the case lock and verify the new key turns,"[2, 3]",to decode the case lock and verify the new key turns.,0.952,True,direct,True,
485,shortcut,The e-bike assist issue is checked in,[0],The e-bike assist issue is checked in.,1.000,True,direct,True,
485,constraint,The shop tech is at the lot with a live display for tight-turn sensor values,"[1, 2]",The shop tech is at the lot with a live display for tight-turn sensor values.,1.000,True,direct,True,
486,shortcut,reception,[4],not the reception window.,0.400,True,direct,True,
486,constraint,"go to the medication room intake, not the reception window","[3, 4]",to the medication room intake not the reception window.,0.947,True,direct,True,
487,shortcut,original malfunction slip,"[3, 4]",while the transit agency requires the original malfunction slip for the refund.,0.400,True,direct,True,
487,constraint,scans proof pages,[2],The office scans proof pages,0.750,True,direct,True,
487,constraint,the transit agency requires the original malfunction slip for the refund,"[3, 4]",while the transit agency requires the original malfunction slip for the refund.,0.957,True,direct,True,
488,shortcut,The costume return tag is printed,[0],The costume return tag is printed.,1.000,True,direct,True,
488,constraint,it is tied to the garment bag,"[2, 3]",after it is tied to the garment bag.,0.933,True,direct,True,
489,shortcut,The outboard start issue is on the schedule,[0],The outboard start issue is on the schedule.,1.000,True,direct,True,
489,constraint,The marina tech is at the service slip with a tester for readings during cranking,"[1, 2, 3]",The marina tech is at the service slip with a tester for readings during cranking.,1.000,True,direct,True,
490,shortcut,The mobility-scooter recall part is available,[0],The mobility-scooter recall part is available.,1.000,True,direct,True,
490,constraint,scan the scooter serial plate and read the trip meter,"[2, 3]",to scan the scooter serial plate and read the trip meter.,0.952,True,direct,True,
491,shortcut,The pro shop counter is nearby,[5],The pro shop counter is nearby.,1.000,True,direct,True,
491,constraint,They can cut one after reading the cart ID plate and trying the blank in the actual latch,"[2, 3, 4]",They can cut one after reading the cart ID plate and trying the blank in the actual latch.,1.000,True,direct,True,
492,constraint,photograph the plate and frame sticker on the trike,"[2, 3]",to photograph the plate and frame sticker on the trike.,0.947,True,direct,True,
493,shortcut,show tag,[1],The show tag must be attached,0.500,True,direct,True,
493,constraint,be attached to the lid handle before staff move it inside,"[2, 3]",to the lid handle before staff move it inside.,0.900,True,direct,True,
494,constraint,it turns left with a load on it,[1],with a load on it.,0.769,True,direct,True,
494,constraint,ride beside it and watch the wheel bracket during a slow loop,"[3, 4, 5, 6]",to ride beside it and watch the wheel bracket during a slow loop.,0.960,True,direct,True,
495,shortcut,The equipment loan for my compact tractor is approved,[0],The equipment loan for my compact tractor is approved.,1.000,True,direct,True,
495,constraint,read the serial plate on the tractor frame before disbursement,"[2, 3]",to read the serial plate on the tractor frame before disbursement.,0.952,True,direct,True,
496,shortcut,The front desk is easy to reach,[4],The front desk is easy to reach.,1.000,True,direct,True,
496,constraint,scan the scooter serial plate and read the trip meter first,"[2, 3]",to scan the scooter serial plate and read the trip meter first.,0.957,True,direct,True,
497,shortcut,The dump-trailer rental return is logged,[0],The dump-trailer rental return is logged.,1.000,True,direct,True,
497,constraint,pull the breakaway cable and confirm the brakes apply,"[2, 3]",to pull the breakaway cable and confirm the brakes apply.,0.947,True,direct,True,
498,constraint,go to the battery recycling tube by the door,[2],to the battery recycling tube by the door.,0.941,True,direct,True,
499,shortcut,The dump trailer release is pending,[0],The dump trailer release is pending.,1.000,True,direct,True,
499,constraint,pull the emergency cable and verify brake resistance,"[2, 3]",to pull the emergency cable and verify brake resistance.,0.941,True,direct,True,
500,shortcut,The shuttle lane-camera check is open,[0],The shuttle lane-camera check is open.,1.000,True,direct,True,
500,constraint,read the camera through the replaced windshield,[2],to read the camera through the replaced windshield.,0.933,True,direct,True,
