id,pred_shortcut_span,pred_shortcut_index,gold_shortcut_indices,gold_shortcut_core_texts,shortcut_confidence,shortcut_eligible,shortcut_indices_available,shortcut_strict_hit,pred_constraint_span,pred_constraint_index,gold_constraint_indices,gold_constraint_proposition_indices,gold_constraint_core_texts,constraint_indices_available,constraint_strict_hit,constraint_proposition_indices_available,constraint_proposition_hit,candidate_level_safe,cue_identification_status,notes
360,,,[2],['front desk'],medium,True,True,False,I am depositing event cash.,0,"[1, 2]","[1, 2]",['be placed in the safe slot; the front desk only stamps the deposit log'],True,False,True,False,False,neither,Cash must go into the safe slot.
361,The sign says sample jars are accepted only,1,[1],['jars'],medium,True,True,True,,,"[1, 2, 3]","[1, 2, 3]","['sample jars are accepted only at the lab window where they are barcode-scanned, while reception handles paperwork only']",True,False,True,False,False,shortcut_only,The sample window handles barcode intake.
362,,,[0],['camera'],medium,True,True,False,and I have no coin in my pocket.,2,"[1, 2]","[1, 2]",['The quick-release plate uses a coin-slot screw and I have no coin in my pocket'],True,True,True,True,False,constraint_only,The plate screw needs a tool.
363,,,[],[],none,False,False,,,,"[1, 3, 4, 5]","[1, 3, 4, 5]","['the key is turned twice', 'watch the display and hear the relay during startup in the bay']",True,False,True,False,True,no_evaluable_shortcut,The startup symptom must be observed on the scrubber.
364,The office is right by the sidewalk.,4,[4],['The office is right by the sidewalk'],high,True,True,True,to scan the faded wrap,2,"[2, 3]","[2, 3]",['scan the faded wrap beside the serving window'],True,True,True,True,True,both_strict,The wrap color must be measured directly on the truck.
365,,,[0],['The snowmobile hatch part is in stock'],high,True,True,False,The service tech is waiting at the bay,1,"[2, 3]","[2, 3]",['photograph the latch and test the key in the lock'],True,False,True,False,True,neither,The hatch lock is on the snowmobile.
366,to tell the church livestream operator that the,1,[],[],none,False,False,,,,"[3, 4]","[3, 4]",['The service is live and the operator is switching cameras'],True,False,True,False,True,no_evaluable_shortcut,The chat note avoids disrupting live camera switching.
367,,,[0],['The boom-lift inspection sheet is ready'],high,True,True,False,The boom-lift inspection sheet is ready.,0,"[2, 3]","[2, 3]",['scan the serial plate and test the tilt alarm'],True,False,True,False,True,neither,The serial plate and alarm are on the boom lift.
368,,,[0],['The minibus damage claim is approved for review'],high,True,True,False,with the rear bumper dent.,3,"[2, 3]","[2, 3]",['compare its height with the rear bumper dent'],True,True,True,True,True,constraint_only,The dent is on the minibus bumper.
369,,,[0],['The walker repair tag is printed'],medium,True,True,False,and adjust the cable tension.,3,"[1, 2, 3]","[1, 2, 3]",['The therapist is at the bench to squeeze the hand brakes and adjust the cable tension'],True,True,True,True,True,constraint_only,The brakes are on the walker.
370,,,[0],['The marina accepted my outboard warranty claim'],high,True,True,False,The marina accepted my outboard warranty claim,0,"[2, 3, 4, 5]","[2, 3, 4, 5]","[""read engine hours from the boat's display and match the engine serial plate before starting""]",True,False,True,False,True,neither,The mechanic needs the boat and engine present for serial and hour readings.
371,,,"[0, 1, 2]",['I need to update the audio engineer that the backup file finished exporting'],high,True,True,False,and phones must,4,"[3, 4, 5]","[3, 4, 5]",['The studio is recording a live take and phones must not ring'],True,True,True,True,True,constraint_only,Text avoids ringing during recording.
372,,,[],[],none,False,False,,The technician is at the gravel pad,1,"[1, 2, 3, 4]","[1, 2, 3, 4]",['The technician is at the gravel pad to listen near the wheels while it creeps forward at full lock in 4WD'],True,True,True,True,True,constraint_only,The clicking requires the ATV moving in 4WD.
373,,,[0],['The hotel valet has a locker ready'],high,True,True,False,to scan the small sticker on my e-bike frame,2,"[2, 3]","[2, 3]",['scan the small sticker on my e-bike frame before assigning the charger'],True,True,True,True,True,constraint_only,The sticker is on the frame.
374,The counter clerk weighs the hard case only,1,[0],['The instrument shipping label is ready'],high,True,True,False,,,[2],[2],['the label is attached'],True,False,True,False,True,neither,The label must be attached to the case being weighed.
375,,,[],[],none,False,False,,The projection operator is running live supertitles.,4,[4],[4],['The projection operator is running live supertitles'],True,True,True,True,True,constraint_only,The quiet channel avoids interrupting live cue work.
376,and returns no paper,3,[5],['original receipt'],medium,True,True,False,battery charger.,1,"[2, 3, 4, 5]","[2, 3, 4, 5]","['stores a scan and returns no paper', 'the replacement warranty file asks me to keep the original receipt']",True,False,True,False,False,neither,The scan target only needs a copy while the warranty target needs the original.
377,,,"[0, 1, 2]",['The camper graphics shop says the new stripe has to match the faded stripe already on the side wall'],medium,True,True,False,to match the faded stripe already on the,1,"[3, 4]","[3, 4]","['Their color camera is in the bay, while the order desk is by the door']",True,False,True,False,True,neither,The camera must read the existing stripe on the camper.
378,,,[0],['The kayak-rack pickup is paid'],high,True,True,False,The store loader is at the curb,1,"[1, 2, 3, 4]","[1, 2, 3, 4]",['The store loader is at the curb to fasten the rack to my vehicle roof before handing over the kayaks'],True,True,True,True,True,constraint_only,The rack must be fastened to the vehicle roof.
379,,,[3],['original dated receipt'],medium,True,True,False,I am documenting a ceiling fan purchase,0,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the energy rebate requires the original dated receipt']",True,False,True,False,False,neither,The copy supports the archive while preserving the original for the rebate.
380,because it was reported loose.,3,[],[],none,False,False,,The gate attendant checks the rack,4,"[1, 2, 3]","[1, 2, 3]",['be inspected before they allow it past the gate because it was reported loose'],True,False,True,False,True,no_evaluable_shortcut,The rack inspection requires the camper at the gate.
381,,,[0],['The landscape timbers are pulled'],medium,True,True,False,to check them,3,"[3, 4, 5]","[3, 4, 5]",['check them after they are strapped onto my truck'],True,True,True,True,True,constraint_only,The supervisor needs the timbers secured on the truck.
382,the envelope.,3,[],[],none,False,False,,,,"[2, 3]","[2, 3]",['be included in the envelope'],True,False,True,False,True,no_evaluable_shortcut,The original UPC cutout must be mailed.
383,,,[0],['The restringing ticket is ready'],high,True,True,False,to clamp the actual racket frame.,2,"[1, 2]","[1, 2]",['The stringer is at the machine to clamp the actual racket frame'],True,True,True,True,True,constraint_only,The strings are installed on the racket.
384,,,[0],['The boat scratch repair is approved'],high,True,True,False,with a color reader for the faded gelcoat,2,"[1, 2, 3]","[1, 2, 3]",['The painter is at the bay with a color reader for the faded gelcoat beside the scratch on the hull'],True,True,True,True,True,constraint_only,The gelcoat must be scanned on the boat.
385,Donations are accepted only in the donation bin,2,[],[],none,False,False,,,,"[2, 3]","[2, 3]",['Donations are accepted only in the donation bin by the entrance'],True,False,True,False,True,no_evaluable_shortcut,The book itself must be donated.
386,,,[],[],none,False,False,,The campground ticket can be dismissed if the,0,"[1, 2, 3]","[1, 2, 3]","['the ranger verifies that the spare-tire cover partly hid the trailer plate', 'The ranger station window faces the inspection lane']",True,False,True,False,True,no_evaluable_shortcut,The ranger must inspect the trailer's plate obstruction.
387,,,[0],['The courier label is printed'],medium,True,True,False,,,"[2, 3]","[2, 3]",['it is attached to the sealed specimen pouch'],True,False,True,False,True,neither,The label must be attached to the sealed pouch.
388,to retain the paper item.,4,[4],['paper'],medium,True,True,True,,,[4],[4],['to retain the paper item'],True,False,True,False,False,shortcut_only,The paper check may still be needed while the deposit is pending or under review.
389,,,[0],['The warehouse has cleared my door slab'],medium,True,True,False,because the slab leaves only by being slid,2,"[1, 2, 3, 4]","[1, 2, 3, 4]","['Staff are at the dock because the slab leaves only by being slid into a vehicle, not carried through the lobby']",True,True,True,True,True,constraint_only,The door slab must be loaded into a vehicle at the dock.
390,to the trailer's plate,2,[],[],none,False,False,,near the boat ramp.,5,"[1, 2, 3]","[1, 2, 3]","[""each sticker matched to the trailer's plate before it leaves the lot""]",True,False,True,False,True,no_evaluable_shortcut,The trailer's plate has to be matched before the sticker is issued.
391,to the base plate,2,[1],['vendor label'],medium,True,True,False,,,"[2, 3]","[2, 3]",['be attached to the base plate before staff move it inside'],True,False,True,False,False,neither,The tag must be on the object before intake.
392,,,[0],['The sod rolls are ready'],high,True,True,False,into my truck bed.,3,"[1, 2, 3]","[1, 2, 3]",['The forklift driver is at the gravel bay to set the pallet into my truck bed'],True,True,True,True,True,constraint_only,The sod pallet must be loaded into the truck bed.
393,to enter the lab.,4,[2],['proximity card'],medium,True,True,False,while my proximity card must stay,2,"[1, 2, 3, 4]","[1, 2, 3, 4]","['scans paper sheets', 'my proximity card must stay with me to enter the lab']",True,True,True,True,False,constraint_only,The active card must stay with the user.
394,,,[0],['The flower shipment is boxed'],high,True,True,False,the trailer's set-point display,2,"[2, 3]","[2, 3]","[""read the trailer's set-point display before release""]",True,True,True,True,True,constraint_only,The set-point display is on the trailer.
395,,,[0],['The violin repair ticket is written'],medium,True,True,False,The luthier is at the bench,1,[2],[2],['fit the bridge against the instrument top'],True,False,True,False,True,neither,The bridge fit must be checked on the violin.
396,,,[1],['section label'],medium,True,True,False,I am turning in a classroom display board.,0,"[1, 2]","[1, 2]",['be on the back before it goes on the rack'],True,False,True,False,False,neither,The label must be on the board.
397,,,"[3, 4]",['original ride voucher'],medium,True,True,False,travel-payroll desk.,1,"[2, 3, 4]","[2, 3, 4]","['scans proof pages', 'the bus operator requires the original ride voucher for the refund']",True,False,True,False,False,neither,"The office needs a scan, and the refund office needs the original."
398,,,[0],['The county has my boat-registration form ready'],high,True,True,False,The inspector is waiting at the launch edge,1,"[2, 3]","[2, 3]",['read the HIN molded into the transom'],True,False,True,False,True,neither,The HIN is molded into the boat.
399,,,[0],['The resort cart repair sign-off is open'],high,True,True,False,to photograph the cracked rear bumper bracket.,2,[2],[2],['photograph the cracked rear bumper bracket'],True,True,True,True,True,constraint_only,The bumper bracket is on the cart.
400,,,[0],['The ATV cargo-box latch ticket is open'],high,True,True,False,to watch the latch move,2,"[2, 3]","[2, 3]",['watch the latch move while still mounted'],True,True,True,True,True,constraint_only,The latch must be tested while mounted.
401,and the lab rule says glass fragments go,2,[],[],none,False,False,,,,[3],[3],['glass fragments go in the labeled glass-disposal box'],True,False,True,False,True,no_evaluable_shortcut,Broken glass belongs in the glass box.
402,,,[0],['The pharmacy warehouse says the medication load is ready'],high,True,True,False,after reading the seal,2,"[2, 3, 4]","[2, 3, 4]",['reading the seal and temperature logger mounted inside the trailer door'],True,True,True,True,True,constraint_only,Release depends on devices mounted on the trailer.
403,,,[],[],none,False,False,,The city scooter permit slot is booked.,0,"[2, 3, 4]","[2, 3, 4]",['check the serial engraving and brake light before issuing the decal'],True,False,True,False,True,no_evaluable_shortcut,The serial engraving and brake light are on the scooter.
404,,,[4],['The dealership lobby is nearby'],high,True,True,False,but service must photograph the hour meter,1,"[1, 2, 3]","[1, 2, 3]",['photograph the hour meter and serial plate before the part ships'],True,True,True,True,True,constraint_only,Warranty part release requires direct serial/hour documentation.
405,,,[0],['The repair ticket is open'],high,True,True,False,with a code reader that must stay plugged in,2,[3],[3],['stay plugged in while my rough idle runs'],True,False,True,False,True,neither,The code reader needs the running car.
406,into the green compost bin,2,[],[],none,False,False,,,,"[2, 3]","[2, 3]","['go into the green compost bin, not the paper recycling bin']",True,False,True,False,True,no_evaluable_shortcut,Food scraps go to compost.
407,,,"[2, 3]",['original boarding stub'],medium,True,True,False,while the ferry counter needs the original boarding,2,"[1, 2, 3]","[1, 2, 3]","['Payroll keeps digital images', 'the ferry counter needs the original boarding stub for refund stamping']",True,True,True,True,False,constraint_only,The original should be kept for the ferry refund.
408,,,[],[],none,False,False,,but the check is done at the vehicle gate.,4,"[1, 2]","[1, 2]",['staff inspect the loose winch strap noted on my account'],True,False,True,False,True,no_evaluable_shortcut,Staff must inspect the trailer's winch strap at the gate.
409,,,[0],['The compact tractor warranty case is accepted'],high,True,True,False,to photograph the serial plate,2,"[2, 3, 4]","[2, 3, 4]",['photograph the serial plate and current hour meter before ordering parts'],True,True,True,True,True,constraint_only,The serial and hour meter are on the tractor.
410,,,[0],['The debris drop-off ticket is active'],medium,True,True,False,The attendant is at the lane split,1,"[2, 3]","[2, 3]",['inspect what is in the truck bed before routing it'],True,False,True,False,True,neither,Routing depends on inspecting the truck bed.
411,placed in the cartridge return box.,2,[],[],none,False,False,,,,[2],[2],['be placed in the cartridge return box'],True,False,True,False,True,no_evaluable_shortcut,Cartridges go in the return box.
412,before it enters storage.,3,[1],['number sticker'],medium,True,True,False,,,"[2, 3]","[2, 3]",['be on the crate lid before it enters storage'],True,False,True,False,False,neither,The sticker must be attached to the crate.
413,,,[1],['inventory sticker'],medium,True,True,False,The inventory sticker must be applied,1,"[2, 3]","[2, 3]",['be applied to the base before the clerk scans it'],True,False,True,False,False,neither,The tag must be on the asset before scanning.
414,,,[3],['original receipt'],medium,True,True,False,while my warranty folder keeps the original receipt.,3,"[2, 3]","[2, 3]","['scans pages and returns no paper', 'my warranty folder keeps the original receipt']",True,True,True,True,False,constraint_only,Finance needs a scannable page while the original stays in the warranty folder.
415,The reception counter is nearby.,4,[4],['The reception counter is nearby'],high,True,True,True,The senior center is issuing indoor-use tags for scooters.,0,"[1, 2, 3]","[1, 2, 3]","[""The volunteer checks the scooter's ID label and notes the dashboard miles before attaching the tag""]",True,False,True,False,True,shortcut_only,The tag requires checking the scooter's label and mileage.
416,,,[3],['The showroom is open now'],high,True,True,False,The side-by-side dealer can release the safety campaign parts only,0,"[1, 2]","[1, 2]",['scanning the frame VIN and noting the hour meter at check-in'],True,False,True,False,True,neither,Campaign parts require physical VIN and hour-meter documentation.
417,,,[0],['The flooring pallet is cleared'],medium,True,True,False,The flooring pallet is cleared.,0,"[1, 2, 3, 4]","[1, 2, 3, 4]",['The forklift driver is at the loading dock to lower the cartons into my vehicle before release'],True,False,True,False,True,neither,The pallet is released by loading it into the vehicle.
418,while the thermostat calls for cooling.,3,[0],['The camper-generator complaint is recorded'],high,True,True,False,The RV tech is waiting at the pad,1,"[2, 3]","[2, 3]",['start the installed generator while the thermostat calls for cooling'],True,False,True,False,True,neither,The generator is installed in the camper.
419,,,[3],['original dated receipt'],medium,True,True,False,with the community-room clerk.,1,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the filter rebate requires the original dated receipt']",True,False,True,False,False,neither,The copy supports the archive while preserving the original for the rebate.
420,,,[5],['original receipt'],medium,True,True,False,to keep the original receipt.,5,"[2, 3, 4, 5]","[2, 3, 4, 5]","['stores a scan and returns no paper', 'the fan warranty card asks me to keep the original receipt']",True,True,True,True,False,constraint_only,The scan target only needs a copy while the warranty target needs the original.
421,,,[3],['original dated receipt'],medium,True,True,False,with the housing-assistance clerk.,1,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the store rebate requires the original dated receipt']",True,False,True,False,False,neither,The copy supports the archive while preserving the original for the rebate.
422,,,[5],['original receipt'],medium,True,True,False,while the lens warranty envelope asks me,4,"[2, 3, 4, 5]","[2, 3, 4, 5]","['stores a scan and returns no paper', 'the lens warranty envelope asks me to keep the original receipt']",True,True,True,True,False,constraint_only,The scan target only needs a copy while the warranty target needs the original.
423,The golf-cart controller case is open.,0,[0],['The golf-cart controller case is open'],high,True,True,True,with the laptop that reads controller logs,2,"[2, 3]","[2, 3]",['reads controller logs from the cart harness'],True,True,True,True,True,both_strict,The controller harness is on the cart.
424,,,[],[],none,False,False,,The guard shack records the frame number,2,"[0, 1]","[0, 1]",['a permit for motorized bikes'],True,False,True,False,True,no_evaluable_shortcut,The guard must read identifiers directly from the e-bike.
425,of purchase.,4,[4],['original proof of purchase'],medium,True,True,True,The desk scans proof pages and bins them,2,"[2, 3, 4]","[2, 3, 4]","['scans proof pages and bins them', 'the rebate form requires the original proof of purchase']",True,True,True,True,False,both_strict,The original is needed for the rebate claim.
426,,,[0],['The loan forms for my pop-up camper are signed'],high,True,True,False,The branch checker is waiting in the side lot,1,"[2, 3]","[2, 3]",['read the VIN plate on the camper tongue before releasing funds'],True,False,True,False,True,neither,The VIN plate is on the camper tongue.
427,,,[1],['asset tag'],medium,True,True,False,before the clerk scans it.,3,"[2, 3]","[2, 3]",['be applied to the case lid before the clerk scans it'],True,True,True,True,False,constraint_only,The tag must be on the asset before scanning.
428,truck freezer display,2,[0],['The ice-cream route sheet is ready'],high,True,True,False,,,"[1, 2, 3, 4]","[1, 2, 3, 4]",['The supervisor at the loading door checks the truck freezer display and seal before dispatch'],True,False,True,False,True,neither,The freezer display and seal are on the truck.
429,,,[1],['kit tag'],medium,True,True,False,,,"[2, 3]","[2, 3]",['be attached to the case handle before equipment staff scan it'],True,False,True,False,False,neither,The tag must be attached to the case.
430,,,[0],['The e-bike recall case is created'],high,True,True,False,to confirm the frame number,2,"[2, 3, 4, 5]","[2, 3, 4, 5]",['confirm the frame number and total distance from the display before ordering parts'],True,True,True,True,True,constraint_only,The frame number and display are on the e-bike.
431,,,[],[],none,False,False,,I am adding a lunch receipt,0,"[2, 3]","[2, 3]","['The form field accepts an image attachment, not typed notes']",True,False,True,False,True,no_evaluable_shortcut,The form requires an image attachment.
432,over comms.,4,[],[],none,False,False,,,,"[3, 4]","[3, 4]",['The stage manager is calling a blackout cue over comms'],True,False,True,False,True,no_evaluable_shortcut,The quiet channel avoids interrupting live cue work.
433,,,[3],['original dated receipt'],medium,True,True,False,with the equipment-file desk.,1,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the rebate claim requires the original dated receipt']",True,False,True,False,False,neither,The copy supports the archive while preserving the original for the rebate.
434,,,[0],['The mulch order is stamped complete'],high,True,True,False,The mulch order is stamped complete.,0,"[2, 3]","[2, 3]",['load the bags into my vehicle'],True,False,True,False,True,neither,The bags are released by loading them into the vehicle.
435,,,[0],['The toll-tag dispute is ready for review'],high,True,True,False,to photograph the transponder mount on my windshield.,2,[2],[2],['photograph the transponder mount on my windshield'],True,True,True,True,True,constraint_only,The transponder mount is on the car windshield.
436,,,[0],['The forklift lurch report is filed'],medium,True,True,False,to test forward engagement,2,"[2, 3]","[2, 3]",['test forward engagement while carrying a pallet'],True,True,True,True,True,constraint_only,The lurch occurs while the forklift engages under load.
437,,,[4],['The rental counter is in the same lot'],high,True,True,False,after testing the breakaway switch,1,"[1, 2, 3]","[1, 2, 3]",['testing the breakaway switch and battery with the trailer on their tester'],True,True,True,True,True,constraint_only,The breakaway and battery test requires the trailer connected to equipment.
438,,,[0],['The shuttle bus repair sign-off is pending'],high,True,True,False,to photograph the front bumper,2,"[2, 3]","[2, 3]",['photograph the front bumper and clear it for route use'],True,True,True,True,True,constraint_only,The bumper inspection is on the bus.
439,and returns no paper,3,[4],['original'],medium,True,True,False,while the manufacturer rebate wants the original receipt.,4,"[2, 3, 4]","[2, 3, 4]","['stores the image and returns no paper', 'the manufacturer rebate wants the original receipt']",True,True,True,True,False,constraint_only,The office only needs the scanned image.
440,before handing out the kit.,4,[0],['The safety-campaign appointment is scheduled'],high,True,True,False,,,"[2, 3, 4]","[2, 3, 4]",['scan the frame VIN and hour meter before handing out the kit'],True,False,True,False,True,neither,The kit release needs the ATV VIN and hours.
441,,,[0],['The mower drive-slip ticket is ready'],high,True,True,False,The repair shop has a ramp set up,1,"[2, 3]","[2, 3]",['watch the hydrostatic drive under load'],True,False,True,False,True,neither,The mower must climb the ramp to reproduce slipping.
442,,,[0],['The mower deck complaint is open'],high,True,True,False,to watch the deck linkage,2,"[2, 3]","[2, 3]",['watch the deck linkage during a tight turn'],True,True,True,True,True,constraint_only,The deck behavior occurs while the mower turns.
443,to keep the original receipt.,5,[5],['original receipt'],medium,True,True,True,,,"[2, 3, 4, 5]","[2, 3, 4, 5]","['stores a scan and returns no paper', 'the calibration warranty folder asks me to keep the original receipt']",True,False,True,False,False,shortcut_only,The scan target only needs a copy while the warranty target needs the original.
444,receipt for a fare adjustment.,3,"[2, 3]",['original trip-card receipt'],medium,True,True,True,I am filing a commuter-late form.,0,"[1, 2, 3]","[1, 2, 3]","['scans attachments', 'the metro agency needs the original trip-card receipt for a fare adjustment']",True,False,True,False,False,shortcut_only,The copy handles the office scan.
445,,,[0],['The pontoon shifting complaint is checked in'],high,True,True,False,to observe neutral-to-forward engagement,2,"[2, 3]","[2, 3]",['observe neutral-to-forward engagement with the engine running'],True,True,True,True,True,constraint_only,The shift behavior happens on the running pontoon.
446,,,[0],['The cargo e-bike cutout is recorded'],high,True,True,False,to watch live values,2,"[2, 3]","[2, 3]",['watch live values while the handlebar is turned fully right'],True,True,True,True,True,constraint_only,The cutout happens during a moving steering maneuver.
447,after pulling the breakaway pin,1,[4],['The rental counter is in the same lot'],high,True,True,False,The rental yard will clear my dump trailer only,0,"[1, 2, 3]","[1, 2, 3]",['pulling the breakaway pin and confirming the battery applies the brakes on their tester'],True,False,True,False,True,neither,The breakaway system must be tested on the trailer.
448,,,[0],['The shoe-stretch request is open'],high,True,True,False,,,"[2, 3]","[2, 3]",['place the tight shoe on the stretcher and mark the pressure spot'],True,False,True,False,True,neither,The stretcher works on the shoe.
449,,,[0],['The scooter display-flicker note is filed'],medium,True,True,False,to watch the first startup,2,"[1, 2, 3]","[1, 2, 3]",['The repair tech is waiting at the charging bench to watch the first startup after charging'],True,True,True,True,True,constraint_only,The flicker occurs on the scooter display.
450,,,[0],['The boat-trailer repair ticket is open'],high,True,True,False,The boat-trailer repair ticket is open.,0,"[2, 3]","[2, 3]",['plug in the trailer and load the brake-light circuit'],True,False,True,False,True,neither,The circuit must be tested on the trailer.
451,,,[3],['original dated receipt'],medium,True,True,False,with the building office.,1,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the rebate form requires the original dated receipt']",True,False,True,False,False,neither,The copy supports the archive while preserving the original for the rebate.
452,,,[0],['The bike shop has my assembled cargo bike ready'],high,True,True,False,into the van.,3,"[2, 3]","[2, 3]",['roll straight into the van'],True,True,True,True,True,constraint_only,The assembled bike must be loaded through the rear gate into the van.
453,while the rebate form requires the original dated receipt.,3,[3],['original dated receipt'],medium,True,True,True,with the front desk.,1,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the rebate form requires the original dated receipt']",True,False,True,False,False,shortcut_only,The copy supports the archive while preserving the original for the rebate.
454,,,[5],['The guard shack is next to the gate'],high,True,True,False,,,"[2, 3, 4]","[2, 3, 4]",['the guard scans the trailer seal and reads the temperature logger mounted inside the trailer door'],True,False,True,False,True,neither,The guard must scan hardware on the trailer.
455,The organizer is moderating a silent reading event.,2,[],[],none,False,False,,,,[2],[2],['The organizer is moderating a silent reading event'],True,False,True,False,True,no_evaluable_shortcut,Text avoids disrupting the event.
456,to tell the caption operator that the alternate,1,[],[],none,False,False,,,,[3],[3],['The caption operator is captioning a live talk'],True,False,True,False,True,no_evaluable_shortcut,The quiet channel avoids interrupting live cue work.
457,,,[3],['original thermal receipt'],medium,True,True,False,while the service warranty asks me,2,"[1, 2, 3]","[1, 2, 3]","['stores a scan', 'the service warranty asks me to keep the original thermal receipt']",True,True,True,True,False,constraint_only,A copy supports accounting without losing the warranty proof.
458,,,[0],['The keyboard service case is open'],high,True,True,False,The keyboard service case is open.,0,[2],[2],['scan the serial label on the underside'],True,False,True,False,True,neither,The serial label is on the keyboard.
459,,,[1],['storage label'],medium,True,True,False,,,"[2, 3]","[2, 3]",['be tied to the garment bag before the closet scan'],True,False,True,False,False,neither,The label must be tied to the garment bag.
460,I am checking in a framed map.,0,[1],['inventory sticker'],medium,True,True,False,,,"[1, 2]","[1, 2]",['be on the frame before staff place it in storage'],True,False,True,False,False,neither,The sticker must be attached to the frame.
461,,,[0],['The cold-storage paperwork is complete'],high,True,True,False,to scan the trailer seal,2,"[2, 3, 4]","[2, 3, 4]",['scan the trailer seal and read the logger display inside the rear door'],True,True,True,True,True,constraint_only,The guard needs the trailer seal and logger.
462,,,[0],['The parade entry is confirmed'],medium,True,True,False,to inspect my golf cart's registration tag,2,"[2, 3, 4]","[2, 3, 4]","[""inspect my golf cart's registration tag and serial plate before giving the route sticker""]",True,True,True,True,True,constraint_only,The tag and serial plate are on the cart.
463,,,[],[],none,False,False,,into the numbered return envelope.,2,[2],[2],['go into the numbered return envelope'],True,True,True,True,True,constraint_only,The physical key must be returned.
464,,,[5],['original receipt'],medium,True,True,False,to keep the original receipt.,5,"[2, 3, 4, 5]","[2, 3, 4, 5]","['stores a scan and returns no paper', 'the cooler warranty folder asks me to keep the original receipt']",True,True,True,True,False,constraint_only,The scan target only needs a copy while the warranty target needs the original.
465,The uniform patch is approved.,0,[0],['The uniform patch is approved'],high,True,True,True,,,[2],[2],['place it on the actual jacket sleeve'],True,False,True,False,True,shortcut_only,The patch placement is on the jacket.
466,,,[],[],none,False,False,,She is updating the score during live play.,3,[3],[3],['She is updating the score during live play'],True,True,True,True,True,constraint_only,A quiet note avoids distracting live score operation.
467,while switching,3,[0],['The electric-motorcycle warning is logged'],high,True,True,False,to capture the fault,2,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",['The technician is at the lot to capture the fault while switching from regen to throttle'],True,True,True,True,True,constraint_only,The warning occurs while riding the motorcycle.
468,,,[3],['entry keycard'],medium,True,True,False,while the entry keycard must remain active in,3,"[1, 2, 3, 4]","[1, 2, 3, 4]","['scans paper proof and discards it', 'the entry keycard must remain active in my gym bag']",True,True,True,True,False,constraint_only,The archive needs paper proof while the working credential must stay available.
469,while the bus accelerates through the prompts.,3,[0],['The bus opacity test is next'],medium,True,True,False,,,"[2, 3]","[2, 3]",['watch the meter while the bus accelerates through the prompts'],True,False,True,False,True,neither,The opacity meter measures the running bus.
470,,,[1],['site label'],medium,True,True,False,The site label must be sealed,1,"[2, 3]","[2, 3]",['be sealed onto the water bottle before the technician scans it'],True,False,True,False,False,neither,The label must be on the sample container.
471,while the rebate form requires the original dated receipt.,3,[3],['original dated receipt'],medium,True,True,True,The clerk scans proof pages and discards them,2,"[2, 3]","[2, 3]","['scans proof pages and discards them', 'the rebate form requires the original dated receipt']",True,True,True,True,False,both_strict,The copy supports the archive while preserving the original for the rebate.
472,,,[0],['I need to open the campus bike cage'],high,True,True,False,I need to open the campus bike cage.,0,"[1, 2, 3]","[1, 2, 3]",['The keypad is disabled; access works only through the NFC sticker on my permit'],True,False,True,False,True,neither,Access requires the NFC sticker.
473,,,[5],['original receipt'],medium,True,True,False,while the switch warranty portal asks me,4,"[2, 3, 4, 5]","[2, 3, 4, 5]","['stores a scan and returns no paper', 'the switch warranty portal asks me to keep the original receipt']",True,True,True,True,False,constraint_only,The scan target only needs a copy while the warranty target needs the original.
474,but the deposit status is pending.,3,[0],['check'],medium,True,True,False,,,"[2, 3]","[2, 3]","['The image was accepted, but the deposit status is pending']",True,False,True,False,False,neither,The paper check may still be needed while the deposit is pending or under review.
475,because they inventory both pieces together.,3,[],[],none,False,False,,,,"[2, 3]","[2, 3]",['be physically returned with the laptop because they inventory both pieces together'],True,False,True,False,True,no_evaluable_shortcut,The charger itself must be inventoried.
476,The paperwork counter is at the front building.,5,[5],['The paperwork counter is at the front building'],high,True,True,True,The rental yard will release the boat trailer only,0,"[1, 2, 3, 4]","[1, 2, 3, 4]",['they plug it into my truck and verify the brake lights and turn signals'],True,False,True,False,True,shortcut_only,The trailer lights must be tested through the truck connection.
477,,,[0],['The electric motorcycle case is created'],high,True,True,False,with the cable that reads controller logs,2,"[2, 3]","[2, 3]",['reads controller logs from the bike'],True,True,True,True,True,constraint_only,The controller logs are on the motorcycle.
478,,,[0],['The RV tech has the notes'],medium,True,True,False,The RV tech has the notes.,0,"[2, 3]","[2, 3]",['start the camper generator while the air conditioner calls for cooling'],True,False,True,False,True,neither,The generator and AC load are in the camper.
479,to read the temperature logger mounted,2,[0],['The caterer says checkout is ready'],high,True,True,False,The event runner at the exit has,1,"[2, 3]","[2, 3]",['read the temperature logger mounted inside the refrigerated cart door'],True,False,True,False,True,neither,The logger is mounted on the cart.
480,,,[],[],none,False,False,,,,[3],[3],['The director is counting down a live segment'],True,False,True,False,True,no_evaluable_shortcut,Production chat avoids interrupting the countdown.
