id,n_spans,L_original,pred_shortcut_span,pred_shortcut_delta,pred_shortcut_selection_reason,pred_constraint_span,pred_constraint_delta,pred_constraint_selection_reason,pred_shortcut_index,gold_shortcut_indices,shortcut_confidence,shortcut_eligible,shortcut_strict_hit,pred_constraint_index,gold_constraint_indices,gold_constraint_proposition_indices,constraint_strict_hit,constraint_proposition_hit,candidate_level_safe,cue_identification_status,prediction_original,true_hallucination,shortcut_deleted_prediction,shortcut_deleted_flips,shortcut_deleted_role_flip_direction,constraint_deleted_prediction,constraint_deleted_flips,constraint_deleted_role_flip_direction,hallucination_detected,hallucination_detection_observable,hallucination_detection_correct,hallucination_detected_directional,hallucination_directional_correct
353,3,-10.015624808504072,,,,I am adding a DJ controller to inventory.,6.43749985134491,delta_threshold,,[1],medium,True,False,0,"[1, 2]","[1, 2]",False,False,False,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
354,4,-3.713572066704308,I am checking an amp,-15.841115120479365,delta_threshold,,,,0,[2],medium,True,False,,"[2, 3]","[2, 3]",False,False,False,neither,1,False,1,False,no_flip,,,,False,False,True,False,True
355,6,-6.093749790918082,and returns no paper,-4.250000136202289,delta_threshold,while the service-plan folder asks me,5.35937476111576,delta_threshold,3,[5],medium,True,False,4,"[2, 3, 4, 5]","[2, 3, 4, 5]",True,True,False,constraint_only,2,False,2,False,no_flip,2,False,no_flip,False,True,True,False,True
356,4,-19.19921875,,,,to lift the slab,14.574218858964741,delta_threshold,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
357,4,-22.357421875,,,,and the car has,19.82617188990116,delta_threshold,,[],none,False,,2,[3],[3],False,False,True,no_evaluable_shortcut,1,False,,,,1,False,no_flip,False,False,True,False,True
358,5,3.713572066704308,,,,to the trailer tongue only,19.90361543329569,shortcut_stability,,[4],high,True,False,2,[3],[3],False,False,True,neither,2,True,,,,2,False,no_flip,False,False,False,False,False
359,4,-22.734375,,,,I am documenting a bus delay for timekeeping office.,30.867187837488018,directional_flip,,"[2, 3]",medium,True,False,0,"[1, 2, 3]","[1, 2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
360,3,-22.869140625,,,,I am depositing event cash.,19.15556855829569,delta_threshold,,[2],medium,True,False,0,"[1, 2]","[1, 2]",False,False,False,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
361,4,-3.713572066704308,The sign says sample jars are accepted only,-17.45830273968304,delta_threshold,,,,1,[1],medium,True,True,,"[1, 2, 3]","[1, 2, 3]",False,False,False,shortcut_only,1,False,1,False,no_flip,,,,False,False,True,False,True
362,3,-21.5625,,,,and I have no coin in my pocket.,17.84892793329569,delta_threshold,,[0],medium,True,False,2,"[1, 2]","[1, 2]",True,True,False,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
363,6,-5.3125001937150955,,,,,,,,[],none,False,,,"[1, 3, 4, 5]","[1, 3, 4, 5]",False,False,True,no_evaluable_shortcut,2,False,,,,,,,False,False,True,False,True
364,5,2.7343749552965164,The office is right by the sidewalk.,-4.499999925494194,directional_flip,to scan the faded wrap,15.218750044703484,shortcut_stability,4,[4],high,True,True,2,"[2, 3]","[2, 3]",True,True,True,both_strict,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
365,4,-9.34374957212276,,,,The service tech is waiting at the bay,13.249999559084245,directional_flip,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
366,5,-3.1875000409781933,to tell the church livestream operator that the,-6.078125365929736,delta_threshold,,,,1,[],none,False,,,"[3, 4]","[3, 4]",False,False,True,no_evaluable_shortcut,1,False,1,False,no_flip,,,,False,False,True,False,True
367,4,-6.109375196509063,,,,The boom-lift inspection sheet is ready.,9.625000142492354,directional_flip,,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
368,4,-10.015625046911737,,,,with the rear bumper dent.,6.968750017109414,delta_threshold,,[0],high,True,False,3,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
369,4,-17.7421875,,,,and adjust the cable tension.,11.570312718627974,delta_threshold,,[0],medium,True,False,3,"[1, 2, 3]","[1, 2, 3]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
370,7,-6.46875010302756,,,,The marina accepted my outboard warranty claim,6.37500010302756,delta_threshold,,[0],high,True,False,0,"[2, 3, 4, 5]","[2, 3, 4, 5]",False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
371,6,-20.912109062183674,,,,and phones must,14.865234013056408,delta_threshold,,"[0, 1, 2]",high,True,False,4,"[3, 4, 5]","[3, 4, 5]",True,True,True,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
372,5,-7.718750157568138,,,,The technician is at the gravel pad,8.156250157568138,directional_flip,,[],none,False,,1,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
373,4,-13.414062664088306,,,,to scan the small sticker on my e-bike frame,13.601562664088306,directional_flip,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
374,3,-3.713572066704308,The counter clerk weighs the hard case only,-17.30498262079569,delta_threshold,,,,1,[0],high,True,False,,[2],[2],False,False,True,neither,1,False,1,False,no_flip,,,,False,False,True,False,True
375,5,-8.843750416577677,,,,The projection operator is running live supertitles.,7.734375476182322,delta_threshold,,[],none,False,,4,[4],[4],True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
376,6,-6.1406251734588295,and returns no paper,-14.143555154944124,delta_threshold,battery charger.,2.9531250840518624,delta_threshold,3,[5],medium,True,False,1,"[2, 3, 4, 5]","[2, 3, 4, 5]",False,False,False,neither,1,False,1,False,no_flip,1,False,no_flip,False,True,True,False,True
377,5,-21.86328125,,,,to match the faded stripe already on the,21.253906220197678,delta_threshold,,"[0, 1, 2]",medium,True,False,1,"[3, 4]","[3, 4]",False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
378,5,-24.643310546875,,,,The store loader is at the curb,2.62255859375,delta_threshold,,[0],high,True,False,1,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
379,4,-3.6250000298023224,,,,I am documenting a ceiling fan purchase,7.671875042840838,directional_flip,,[3],medium,True,False,0,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
380,6,-0.4531249701976776,because it was reported loose.,-6.859375080326572,delta_threshold,The gate attendant checks the rack,5.8124998128041625,directional_flip,3,[],none,False,,4,"[1, 2, 3]","[1, 2, 3]",False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
381,6,-21.0234375,,,,to check them,19.101562410593033,delta_threshold,,[0],medium,True,False,3,"[3, 4, 5]","[3, 4, 5]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
382,4,-3.713572066704308,the envelope.,-20.46025605829569,delta_threshold,,,,3,[],none,False,,,"[2, 3]","[2, 3]",False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,,,,False,False,True,False,True
383,3,-20.32421875,,,,to clamp the actual racket frame.,16.61064668329569,delta_threshold,,[0],high,True,False,2,"[1, 2]","[1, 2]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
384,4,-4.0624997820705175,,,,with a color reader for the faded gelcoat,5.078124752268195,directional_flip,,[0],high,True,False,2,"[1, 2, 3]","[1, 2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
385,4,-3.713572066704308,Donations are accepted only in the donation bin,-19.29814668329569,delta_threshold,,,,2,[],none,False,,,"[2, 3]","[2, 3]",False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,,,,False,False,True,False,True
386,4,-21.90234375,,,,The campground ticket can be dismissed if the,24.54296863824129,directional_flip,,[],none,False,,0,"[1, 2, 3]","[1, 2, 3]",False,False,True,no_evaluable_shortcut,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
387,4,-23.134765625,,,,,,,,[0],medium,True,False,,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,,,,False,False,True,False,True
388,5,-3.713572066704308,to retain the paper item.,-5.794240839614269,delta_threshold,,,,4,[4],medium,True,True,,[4],[4],False,False,False,shortcut_only,1,False,1,False,no_flip,,,,False,False,True,False,True
389,5,-22.6337890625,,,,because the slab leaves only by being slid,9.3916015176153,delta_threshold,,[0],medium,True,False,2,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
390,6,-2.2968750298023224,to the trailer's plate,-5.421875008469215,delta_threshold,near the boat ramp.,2.6875000298023224,directional_flip,2,[],none,False,,5,"[1, 2, 3]","[1, 2, 3]",False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
391,4,-3.713572066704308,to the base plate,-23.14580293329569,delta_threshold,,,,2,[1],medium,True,False,,"[2, 3]","[2, 3]",False,False,False,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
392,4,-20.837890625,,,,into my truck bed.,19.900390625,delta_threshold,,[0],high,True,False,3,"[1, 2, 3]","[1, 2, 3]",True,True,True,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
393,5,-3.713572066704308,to enter the lab.,-20.26299043329569,delta_threshold,while my proximity card must stay,1.4948220741548885,delta_threshold,4,[2],medium,True,False,2,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,False,constraint_only,2,False,2,False,no_flip,2,False,no_flip,False,True,True,False,True
394,4,-2.5156250670552254,,,,the trailer's set-point display,4.203125081956387,directional_flip,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
395,3,-21.51953125,,,,The luthier is at the bench,17.80595918329569,delta_threshold,,[0],medium,True,False,1,[2],[2],False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
396,3,-22.138671875,,,,I am turning in a classroom display board.,16.951171995140612,delta_threshold,,[1],medium,True,False,0,"[1, 2]","[1, 2]",False,False,False,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
397,5,-11.48437468767861,,,,travel-payroll desk.,18.804687238144652,directional_flip,,"[3, 4]",medium,True,False,1,"[2, 3, 4]","[2, 3, 4]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
398,4,-18.60156230638735,,,,The inspector is waiting at the launch edge,17.273437246782706,delta_threshold,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
399,3,-1.3124999403953552,,,,to photograph the cracked rear bumper bracket.,5.406249949708581,directional_flip,,[0],high,True,False,2,[2],[2],True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
400,4,-10.320312546369678,,,,to watch the latch move,10.851562546369678,directional_flip,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
401,4,-3.713572066704308,and the lab rule says glass fragments go,-17.46025586468304,delta_threshold,,,,2,[],none,False,,,[3],[3],False,False,True,no_evaluable_shortcut,1,False,1,False,no_flip,,,,False,False,True,False,True
402,6,-4.093750070780516,,,,after reading the seal,6.0312501303851604,directional_flip,,[0],high,True,False,2,"[2, 3, 4]","[2, 3, 4]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
403,5,-25.705078125,,,,The city scooter permit slot is booked.,21.99150605829569,delta_threshold,,[],none,False,,0,"[2, 3, 4]","[2, 3, 4]",False,False,True,no_evaluable_shortcut,2,False,,,,2,False,no_flip,False,False,True,False,True
404,5,-0.734375,,,,but service must photograph the hour meter,3.5625000596046448,directional_flip,,[4],high,True,False,1,"[1, 2, 3]","[1, 2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
405,4,-15.117187067980012,,,,with a code reader that must stay plugged in,13.789062082881173,delta_threshold,,[0],high,True,False,2,[3],[3],False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
406,4,-3.713572066704308,into the green compost bin,-15.387990433295691,delta_threshold,,,,2,[],none,False,,,"[2, 3]","[2, 3]",False,False,True,no_evaluable_shortcut,1,False,1,False,no_flip,,,,False,False,True,False,True
407,4,-17.49609375,,,,while the ferry counter needs the original boarding,23.761718748137355,directional_flip,,"[2, 3]",medium,True,False,2,"[1, 2, 3]","[1, 2, 3]",True,True,False,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
408,5,-1.375,,,,but the check is done at the vehicle gate.,14.25000028333693,directional_flip,,[],none,False,,4,"[1, 2]","[1, 2]",False,False,True,no_evaluable_shortcut,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
409,5,-16.171874687183674,,,,to photograph the serial plate,16.406249687183674,directional_flip,,[0],high,True,False,2,"[2, 3, 4]","[2, 3, 4]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
410,4,-3.9843748044222593,,,,The attendant is at the lane split,13.515624614272383,directional_flip,,[0],medium,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
411,3,-3.713572066704308,placed in the cartridge return box.,-19.15752168329569,delta_threshold,,,,2,[],none,False,,,[2],[2],False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,,,,False,False,True,False,True
412,4,-3.713572066704308,before it enters storage.,-17.65483613642069,delta_threshold,,,,3,[1],medium,True,False,,"[2, 3]","[2, 3]",False,False,False,neither,1,False,1,False,no_flip,,,,False,False,True,False,True
413,4,-21.658203125,,,,The inventory sticker must be applied,17.94463105829569,delta_threshold,,[1],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
414,4,-19.051757380480012,,,,while my warranty folder keeps the original receipt.,3.0087879895770584,delta_threshold,,[3],medium,True,False,3,"[2, 3]","[2, 3]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
415,5,0.640625,The reception counter is nearby.,-12.203124806836968,directional_flip,The senior center is issuing indoor-use tags for scooters.,6.375000006577466,shortcut_stability,4,[4],high,True,True,0,"[1, 2, 3]","[1, 2, 3]",False,False,True,shortcut_only,1,True,2,True,shortcut_to_correct,1,False,no_flip,True,True,True,True,True
416,4,-1.2968750298023224,,,,The side-by-side dealer can release the safety campaign parts only,12.593749955978637,directional_flip,,[3],high,True,False,0,"[1, 2]","[1, 2]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
417,5,-24.081298828125,,,,The flooring pallet is cleared.,20.36772676142069,delta_threshold,,[0],medium,True,False,0,"[1, 2, 3, 4]","[1, 2, 3, 4]",False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
418,4,-5.578124972991645,while the thermostat calls for cooling.,-5.695312930043656,delta_threshold,The RV tech is waiting at the pad,5.562499972991645,delta_threshold,3,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,1,False,1,False,no_flip,1,False,no_flip,False,True,True,False,True
419,4,-22.40625,,,,with the community-room clerk.,22.578125,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
420,6,-14.761718675635962,,,,to keep the original receipt.,16.464843690537123,directional_flip,,[5],medium,True,False,5,"[2, 3, 4, 5]","[2, 3, 4, 5]",True,True,False,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
421,4,-21.18359375,,,,with the housing-assistance clerk.,30.371093561247108,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
422,6,-3.124999985098839,,,,while the lens warranty envelope asks me,5.703125044703484,directional_flip,,[5],medium,True,False,4,"[2, 3, 4, 5]","[2, 3, 4, 5]",True,True,False,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
423,4,9.984375047046342,The golf-cart controller case is open.,-13.671875162530341,directional_flip,with the laptop that reads controller logs,5.1640626169970005,shortcut_stability,0,[0],high,True,True,2,"[2, 3]","[2, 3]",True,True,True,both_strict,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
424,7,-8.15624986041803,,,,The guard shack records the frame number,9.046874890220352,directional_flip,,[],none,False,,2,"[0, 1]","[0, 1]",False,False,True,no_evaluable_shortcut,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
425,5,-7.31250005052425,of purchase.,-5.718750352016514,delta_threshold,The desk scans proof pages and bins them,6.375000080326572,delta_threshold,4,[4],medium,True,True,2,"[2, 3, 4]","[2, 3, 4]",True,True,False,both_strict,2,False,2,False,no_flip,2,False,no_flip,False,True,True,False,True
426,4,-22.41845703125,,,,The branch checker is waiting in the side lot,24.04345704615116,directional_flip,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
427,4,-10.906249569015927,,,,before the clerk scans it.,7.390624600680894,delta_threshold,,[1],medium,True,False,3,"[2, 3]","[2, 3]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
428,5,-1.8906250596046448,truck freezer display,-3.0624997089616954,delta_threshold,,,,2,[0],high,True,False,,"[1, 2, 3, 4]","[1, 2, 3, 4]",False,False,True,neither,1,False,1,False,no_flip,,,,False,False,True,False,True
429,4,-3.713572066704308,,,,,,,,[1],medium,True,False,,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,,,,False,False,True,False,True
430,6,-17.44921855638735,,,,to confirm the frame number,16.667968496782706,delta_threshold,,[0],high,True,False,2,"[2, 3, 4, 5]","[2, 3, 4, 5]",True,True,True,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
431,4,-21.78125,,,,I am adding a lunch receipt,18.06767793329569,delta_threshold,,[],none,False,,0,"[2, 3]","[2, 3]",False,False,True,no_evaluable_shortcut,1,False,,,,1,False,no_flip,False,False,True,False,True
432,5,-4.531249903142452,over comms.,-14.882812596857548,delta_threshold,,,,4,[],none,False,,,"[3, 4]","[3, 4]",False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,,,,False,False,True,False,True
433,4,-15.593749687183674,,,,with the equipment-file desk.,29.984374732023355,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
434,4,-18.27734355638735,,,,The mulch order is stamped complete.,14.563771489683042,delta_threshold,,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
435,3,-21.140625,,,,to photograph the transponder mount on my windshield.,16.79687502514571,delta_threshold,,[0],high,True,False,2,[2],[2],True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
436,4,4.85937490966171,,,,to test forward engagement,16.205398337092277,shortcut_stability,,[0],medium,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,True,,,,1,False,no_flip,False,False,False,False,False
437,5,-2.8281250707805157,,,,after testing the breakaway switch,10.703124841907993,directional_flip,,[4],high,True,False,1,"[1, 2, 3]","[1, 2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
438,4,-0.6875,,,,to photograph the front bumper,17.859374687183674,directional_flip,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
439,5,-7.882812274910975,and returns no paper,-9.466796906476375,delta_threshold,while the manufacturer rebate wants the original receipt.,6.695312304713298,delta_threshold,3,[4],medium,True,False,4,"[2, 3, 4]","[2, 3, 4]",True,True,False,constraint_only,1,False,1,False,no_flip,1,False,no_flip,False,True,True,False,True
440,5,-5.7812501192092896,before handing out the kit.,-8.898437664037715,delta_threshold,,,,4,[0],high,True,False,,"[2, 3, 4]","[2, 3, 4]",False,False,True,neither,1,False,1,False,no_flip,,,,False,False,True,False,True
441,4,-24.625,,,,The repair shop has a ramp set up,18.156249777879566,delta_threshold,,[0],high,True,False,1,"[2, 3]","[2, 3]",False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
442,4,-18.7896728515625,,,,to watch the deck linkage,18.7584228515625,delta_threshold,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
443,6,0.109375,to keep the original receipt.,-9.500000406369509,directional_flip,,,,5,[5],medium,True,True,,"[2, 3, 4, 5]","[2, 3, 4, 5]",False,False,False,shortcut_only,1,True,2,True,shortcut_to_correct,,,,False,False,False,False,False
444,4,-3.713572066704308,receipt for a fare adjustment.,-21.05205293329569,delta_threshold,I am filing a commuter-late form.,5.057322081605469,directional_flip,3,"[2, 3]",medium,True,True,0,"[1, 2, 3]","[1, 2, 3]",False,False,False,shortcut_only,2,False,2,False,no_flip,1,True,correct_to_shortcut,False,True,True,False,True
445,4,-11.734375402810656,,,,to observe neutral-to-forward engagement,12.484375373008334,directional_flip,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
446,4,-18.015625,,,,to watch live values,18.515625,directional_flip,,[0],high,True,False,2,"[2, 3]","[2, 3]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
447,5,-1.5156249850988388,after pulling the breakaway pin,-3.3125,delta_threshold,The rental yard will clear my dump trailer only,4.562499888241291,directional_flip,1,[4],high,True,False,0,"[1, 2, 3]","[1, 2, 3]",False,False,True,neither,1,False,1,False,no_flip,2,True,correct_to_shortcut,False,True,True,False,True
448,4,-3.713572066704308,,,,,,,,[0],high,True,False,,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,,,,False,False,True,False,True
449,4,-22.84765625,,,,to watch the first startup,19.113281156867743,delta_threshold,,[0],medium,True,False,2,"[1, 2, 3]","[1, 2, 3]",True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
450,4,-12.257812306612323,,,,The boat-trailer repair ticket is open.,10.46093727681,delta_threshold,,[0],high,True,False,0,"[2, 3]","[2, 3]",False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
451,4,-9.718750286083377,,,,with the building office.,16.56250022729364,directional_flip,,[3],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
452,4,-22.3388671875,,,,into the van.,25.041992284357548,directional_flip,,[0],high,True,False,3,"[2, 3]","[2, 3]",True,True,True,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
453,4,6.812500094645657,while the rebate form requires the original dated receipt.,-12.953125264379196,directional_flip,with the front desk.,13.906249905354343,shortcut_stability,3,[3],medium,True,True,1,"[2, 3]","[2, 3]",False,False,False,shortcut_only,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
454,6,-2.4218749180436134,,,,,,,,[5],high,True,False,,"[2, 3, 4]","[2, 3, 4]",False,False,True,neither,2,False,,,,,,,False,False,True,False,True
455,3,-3.713572066704308,The organizer is moderating a silent reading event.,-12.173146251275703,delta_threshold,,,,2,[],none,False,,,[2],[2],False,False,True,no_evaluable_shortcut,1,False,1,False,no_flip,,,,False,False,True,False,True
456,4,-19.68359375,to tell the caption operator that the alternate,-4.734375,delta_threshold,,,,1,[],none,False,,,[3],[3],False,False,True,no_evaluable_shortcut,2,False,2,False,no_flip,,,,False,False,True,False,True
457,4,-5.625000053085387,,,,while the service warranty asks me,12.35937525110785,directional_flip,,[3],medium,True,False,2,"[1, 2, 3]","[1, 2, 3]",True,True,False,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
458,3,-16.117187067980012,,,,The keyboard service case is open.,13.226562071705303,delta_threshold,,[0],high,True,False,0,[2],[2],False,False,True,neither,1,False,,,,1,False,no_flip,False,False,True,False,True
459,4,-3.713572066704308,,,,,,,,[1],medium,True,False,,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,,,,False,False,True,False,True
460,3,-3.713572066704308,I am checking in a framed map.,-21.78740449579569,delta_threshold,,,,0,[1],medium,True,False,,"[1, 2]","[1, 2]",False,False,False,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
461,5,0.9531249403953552,,,,to scan the trailer seal,2.5781249422580004,shortcut_stability,,[0],high,True,False,2,"[2, 3, 4]","[2, 3, 4]",True,True,True,constraint_only,1,True,,,,1,False,no_flip,False,False,False,False,False
462,5,-7.765625145519152,,,,to inspect my golf cart's registration tag,9.531250145519152,directional_flip,,[0],medium,True,False,2,"[2, 3, 4]","[2, 3, 4]",True,True,True,constraint_only,2,False,,,,1,True,correct_to_shortcut,False,False,True,False,True
463,3,-25.410888671875,,,,into the numbered return envelope.,5.973388671875,delta_threshold,,[],none,False,,2,[2],[2],True,True,True,constraint_only,2,False,,,,2,False,no_flip,False,False,True,False,True
464,6,-19.845703125,,,,to keep the original receipt.,19.408203095197678,delta_threshold,,[5],medium,True,False,5,"[2, 3, 4, 5]","[2, 3, 4, 5]",True,True,False,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
465,3,-3.713572066704308,The uniform patch is approved.,-15.614552933295691,delta_threshold,,,,0,[0],high,True,True,,[2],[2],False,False,True,shortcut_only,2,False,2,False,no_flip,,,,False,False,True,False,True
466,4,-17.40624980638735,,,,She is updating the score during live play.,9.703124648586382,delta_threshold,,[],none,False,,3,[3],[3],True,True,True,constraint_only,1,False,,,,1,False,no_flip,False,False,True,False,True
467,6,-5.53125,while switching,-4.484375285363058,delta_threshold,to capture the fault,8.609375081956387,directional_flip,3,[0],high,True,False,2,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",True,True,True,constraint_only,1,False,1,False,no_flip,2,True,correct_to_shortcut,False,True,True,False,True
468,5,-6.898437379626557,,,,while the entry keycard must remain active in,14.476562219322659,directional_flip,,[3],medium,True,False,3,"[1, 2, 3, 4]","[1, 2, 3, 4]",True,True,False,constraint_only,1,False,,,,2,True,correct_to_shortcut,False,False,True,False,True
469,4,-7.359375030791853,while the bus accelerates through the prompts.,-5.32812453732322,delta_threshold,,,,3,[0],medium,True,False,,"[2, 3]","[2, 3]",False,False,True,neither,2,False,2,False,no_flip,,,,False,False,True,False,True
470,4,-24.2880859375,,,,The site label must be sealed,3.2451171875,delta_threshold,,[1],medium,True,False,1,"[2, 3]","[2, 3]",False,False,False,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
471,4,7.70312491938239,while the rebate form requires the original dated receipt.,-12.515624848601874,directional_flip,The clerk scans proof pages and discards them,17.27343758061761,shortcut_stability,3,[3],medium,True,True,2,"[2, 3]","[2, 3]",True,True,False,both_strict,2,True,1,True,shortcut_to_correct,2,False,no_flip,True,True,True,True,True
472,4,-25.46435546875,,,,I need to open the campus bike cage.,21.75078340204569,delta_threshold,,[0],high,True,False,0,"[1, 2, 3]","[1, 2, 3]",False,False,True,neither,2,False,,,,2,False,no_flip,False,False,True,False,True
